word	symbol	source	hgnc_symbol	entrez
Nr1d1	NR1D1	hgnc_symbol	NR1D1	9572
CASPASE	Caspase	bioentities_symbol	CASP14	23581
KLF2	KLF2	hgnc_symbol	KLF2	10365
-Myc	MYC	hgnc_symbol	MYC	4609
GLUT→	GLUT	hgnc_prev_symbol	SLC2A1	6513
Glut3	GLUT3	hgnc_prev_symbol	SLC2A3	6515
ODC1	ODC1	hgnc_symbol	ODC1	4953
FAS	FAS	hgnc_symbol	FAS	355
PPARA	PPARA	hgnc_symbol	PPARA	5465
RXR	RXR	bioentities_symbol	RXRA	6256
RXR	RXR	bioentities_symbol	RXRB	6257
Pbp	PBP	hgnc_prev_symbol	PEBP1	5037
C-Myc	c-Myc	hgnc_alias_symbol	MYC	4609
Cpt1a	CPT1A	hgnc_symbol	CPT1A	1374
Cpt1c	CPT1C	hgnc_symbol	CPT1C	126129
CyclinD1	Cyclin-D1	bioentities_symbol	CCND1	595
CASPASE	Caspase	bioentities_symbol	CASP1	834
CASPASE	Caspase	bioentities_symbol	CASP2	835
CASPASE	Caspase	bioentities_symbol	CASP3	836
HIF1	HIF1	bioentities_symbol	HIF1A	3091
HIF1	HIF1	bioentities_symbol	ARNT	405
Hmgcs2	HMGCS2	hgnc_symbol	HMGCS2	3158
CASPASE	Caspase	bioentities_symbol	CASP7	840
CASPASE	Caspase	bioentities_symbol	CASP9	842
CASPASE	Caspase	bioentities_symbol	CASP10	843
RXR	RXR	bioentities_symbol	RXRG	6258
Src	SRC	hgnc_symbol	SRC	6714
CASPASE	Caspase	bioentities_symbol	CASP12	100506742
CASPASE	Caspase	bioentities_symbol	CASP4	837
CASPASE	Caspase	bioentities_symbol	CASP5	838
CASPASE	Caspase	bioentities_symbol	CASP6	839
CASPASE	Caspase	bioentities_symbol	CASP8	841
c-Myc	c-Myc	hgnc_alias_symbol	MYC	4609
