word	symbol	source	hgnc_symbol	entrez
AP1	AP1	bioentities_symbol	FOSL2	2355
RAS	RAS	bioentities_symbol	HRAS	3265
AP1	AP1	bioentities_symbol	JUNB	3726
NFAT	NFAT	bioentities_symbol	NFATC1	4772
CARMA1	CARMA1	hgnc_alias_symbol	CARD11	84433
AP1	AP1	bioentities_symbol	JUND	3727
NFAT	NFAT	bioentities_symbol	NFAT5	10725
PI3K	PI3K	bioentities_symbol	PIK3R3	8503
AP1	AP1	bioentities_symbol	FOSL1	8061
AP1	AP1	bioentities_symbol	JUN	3725
PLCY)	PLCG	bioentities_symbol	PLCG2	5336
PLCY1	PLCG1	hgnc_symbol	PLCG1	5335
AP1	AP1	bioentities_symbol	FOS	2353
AP1	AP1	bioentities_symbol	FOSB	2354
MAPK	MAPK	bioentities_symbol	MAPK9	5601
MAPK	MAPK	bioentities_symbol	MAPK10	5602
MAPK	MAPK	bioentities_symbol	MAPK13	5603
MAPK	MAPK	bioentities_symbol	MAPK12	6300
MyD88-	MYD88	hgnc_symbol	MYD88	4615
APC	APC	hgnc_symbol	APC	324
BCL10	BCL10	hgnc_symbol	BCL10	8915
PKCA	PKCA	hgnc_prev_symbol	PRKCA	5578
PLCY)	PLCG	bioentities_symbol	PLCG1	5335
Calcineurin	CALCINEURIN	bioentities_symbol	PPP3CB	5532
Calcineurin	CALCINEURIN	bioentities_symbol	PPP3CC	5533
Calcineurin	CALCINEURIN	bioentities_symbol	PPP3R1	5534
Calcineurin	CALCINEURIN	bioentities_symbol	PPP3R2	5535
NFKB	NFKB	bioentities_symbol	RELB	5971
PDK1	PDK1	hgnc_symbol	PDK1	5163
CD28	CD28	hgnc_symbol	CD28	940
cfos	c-fos	hgnc_alias_symbol	FOS	2353
cjun	c-Jun	hgnc_alias_symbol	JUN	3725
GLK	GLK	hgnc_alias_symbol	MAP4K3	8491
IFNY	IFNG	hgnc_symbol	IFNG	3458
BCR	BCR	hgnc_symbol	BCR	613
Calcineurin	CALCINEURIN	bioentities_symbol	PPP3CA	5530
IKK	IKK	bioentities_symbol	IKBKG	8517
IKKcomplex	IKK_complex	bioentities_symbol	CHUK	1147
IKKcomplex	IKK_complex	bioentities_symbol	IKBKB	3551
IKKcomplex	IKK_complex	bioentities_symbol	IKBKG	8517
RAS	RAS	bioentities_symbol	KRAS	3845
RAS	RAS	bioentities_symbol	NRAS	4893
TAK1	TAK1	hgnc_alias_symbol	NR2C2	7182
TBK1	TBK1	hgnc_symbol	TBK1	29110
TCR	TCR	bioentities_symbol	TRA	6955
TCR	TCR	bioentities_symbol	TRB	6957
TCR	TCR	bioentities_symbol	TRG	6965
IKK	IKK	bioentities_symbol	CHUK	1147
IKK	IKK	bioentities_symbol	IKBKB	3551
TNFA)	TNF-alpha	hgnc_alias_symbol	TNF	7124
TRAF6	TRAF6	hgnc_symbol	TRAF6	7189
NFKB	NFKB	bioentities_symbol	NFKB1	4790
NFKB	NFKB	bioentities_symbol	NFKB2	4791
MAPK	MAPK	bioentities_symbol	MAPK11	5600
NFKB	NFKB	bioentities_symbol	RELA	5970
(IL1,IL6,TNFA)	IL1	bioentities_symbol	IL1A	3552
PI3K	PI3K	bioentities_symbol	PIK3R6	146850
PI3K	PI3K	bioentities_symbol	PIK3R5	23533
PI3K	PI3K	bioentities_symbol	PIK3R4	30849
PI3K	PI3K	bioentities_symbol	PIK3CA	5290
PI3K	PI3K	bioentities_symbol	PIK3CB	5291
NFAT	NFAT	bioentities_symbol	NFATC2	4773
NFAT	NFAT	bioentities_symbol	NFATC3	4775
NFAT	NFAT	bioentities_symbol	NFATC4	4776
MAPK	MAPK	bioentities_symbol	MAPK8	5599
MAPK	MAPK	bioentities_symbol	MAPK1	5594
NFKB	NFKB	bioentities_symbol	REL	5966
IKKE	IKKE	hgnc_alias_symbol	IKBKE	9641
IRF3/7	IRF7	hgnc_symbol	IRF7	3665
(IL1,IL6,TNFA)	IL1	bioentities_symbol	IL1B	3553
(IL1,IL6,TNFA)	IL6	hgnc_symbol	IL6	3569
IRF3/7	IRF3	hgnc_symbol	IRF3	3661
MAPK	MAPK	bioentities_symbol	MAPK3	5595
TCR	TCR	bioentities_symbol	TRD	6964
PI3K	PI3K	bioentities_symbol	PIK3CD	5293
PI3K	PI3K	bioentities_symbol	PIK3CG	5294
TLR4	TLR4	hgnc_symbol	TLR4	7099
MAPK	MAPK	bioentities_symbol	MAPK14	1432
TIRAP	TIRAP	hgnc_symbol	TIRAP	114609
LPS	LPS	hgnc_prev_symbol	IRF6	3664
MALT1	MALT1	hgnc_symbol	MALT1	10892
