word	source	identifier
D-Glucose 1-phosphate	MESH	C031590
Q-Glucose 1-phosphate	MESH	C031590
RO0959	MESH	C542959
R08639	MESH	D024502
Glucose	MESH	D005947
alpha-D-Glucose 6-phosphate	MESH	C031590
D-Fructose 6-phosphate	MESH	C027618
R04779	MESH	D024502
Fructose 1,6-bisphosphate	MESH	C029063
Glucose 6-phosphate	MESH	D019298
D-Glucose 6-phosphate	MESH	D019298
n-Glycerol 3-phosphate	MESH	C029620
Glycerone phosphate	MESH	C003037
D-Glyceraldehyde 3-phosphate	MESH	D005986
D-Glucose l-phosphate D-Glyceraldelhyde 3-phosphate	MESH	C031590
Glucose 1-phosphate	MESH	C031590
R07159	MESH	D024502
3-Phospho-D-glyceroyl phosphate	MESH	C069271
R01512	MESH	D024502
Phospho-D-glyceroyl phosphate	MESH	C069271
3-Phospho-D-glycerate	MESH	C005156
23-Bisphospho-D-glycerate	MESH	C490048
2-Phospho-D-glycerate	MESH	C490048
Phospho-D-glycerate	MESH	C490048
RO00959	MESH	C542959
7-phosphate	MESH	D010710
R06863	MESH	D024502
alpha,beta-Dihydroxyethyl-TPP	MESH	C085026
RO0761	MESH	C033742
Glyceraldelhyde 3-phosphate	MESH	D010710
Acetyl phosphate	MESH	C011632
R07226	MESH	D024502
Glycine	MESH	D005998
R01059	MESH	D024502
D-Glyceraldehyde	MESH	D005985
RO0364	MESH	C521311
Acetate	MESH	D000085
Glyoxylate	MESH	D006038
Q-Glyceraldelhyde 3-phosphate	MESH	D010710
R01036	MESH	D024502
Glycerol	MESH	D005990
sn-Glycerol 3-phosphate	MESH	C026671
RO0466	MESH	C475699
5-phosphate	MESH	D010710
R01529	MESH	D024502
Oxaloacetate	MESH	D010071
Q-Ribulose 5-bisphosphate	MESH	C001933
R01523	MESH	D024502
RO0341	MESH	C542959
Phosphoenolpyruvate	MESH	D010728
Ribulose 1,5-bisphosphate	MESH	C001933
