word	symbol	source	hgnc_symbol	entrez
Th	TH	hgnc_symbol	TH	7054
TLR	TLR	bioentities_symbol	TLR6	10333
(IL-1B)	IL1B	hgnc_symbol	IL1B	3553
TLR	TLR	bioentities_symbol	TLR7	51284
TLR	TLR	bioentities_symbol	TLR1	7096
TLR	TLR	bioentities_symbol	TLR10	81793
IL-12,IL-2	IL12	bioentities_symbol	IL12A	3592
TLR	TLR	bioentities_symbol	TLR3	7098
TLR	TLR	bioentities_symbol	TLR5	7100
TNF-a	TNF-alpha	hgnc_alias_symbol	TNF	7124
TLR	TLR	bioentities_symbol	TLR2	7097
IL-12,IL-2	IL-2	hgnc_alias_symbol	IL2	3558
TLR	TLR	bioentities_symbol	TLR4	7099
C3	C3	hgnc_symbol	C3	718
IL-12,IL-2	IL12	bioentities_symbol	IL12B	3593
IL-16	IL-16	hgnc_alias_symbol	IL16	3603
TLR	TLR	bioentities_symbol	TLR8	51311
TLR	TLR	bioentities_symbol	TLR9	54106
