word	source	identifier
Glucose	MESH	D005947
Erythrose-4-P	MESH	C073321
Erythritol	MESH	D004896
Alanine	MESH	D000409
Glycine	MESH	D005998
Serine	MESH	C047902
Ribulose-5-P	MESH	C100182
Arabitol-5-P	MESH	C014999
Arabitol	MESH	C014999
Threonine	MESH	C061951
Ethanol	MESH	D000431
Acetaldehyde	MESH	D000079
Xylulose-5-P	MESH	D014996
Pyruvate	MESH	D011773
Acetyl	MESH	C011632
Acetate	MESH	D000085
Triose	MESH	D014306
Tyrosine		
Leucine	MESH	C038361
Acetyl-CoA	MESH	D000105
Farnesyl Pyrophosphate	MESH	C004808
Squalene epoxide	MESH	C002821
Fatty acids	MESH	D005227
Citrate	MESH	C102006
Farnesol	MESH	D005204
Aspartate		
Lanosterol	MESH	D007810
Oxaloacetate	MESH	D010071
TCA	MESH	C000589078
Zymosterol	MESH	C015582
Ergosterol	MESH	D004875
Succinyl	MESH	C035687
Amino acid	MESH	D000596
Pentose	MESH	D010429
phosphate	MESH	D010710
