word	source	identifier
NADP NADPH	MESH	D009249
BHB	MESH	C045922
Acetyl-CoA	MESH	D000105
ADP	MESH	D000244
Hexosamine	MESH	D006595
Glucose	MESH	D005947
phosphate	MESH	D010710
lactate	MESH	D019344
glucose	MESH	D005947
ATP	MESH	D000255
NAD	MESH	D009243
NADH	MESH	D009243
NADPH	MESH	D009249
Pyruvate	MESH	D011773
Lactate	MESH	D019344
NADH NAD	MESH	D009243
NADP	MESH	D009249
NADPH Glycerol	MESH	D009249
NADPH NADP	MESH	D009249
NADPH 2 NADP	MESH	D009249
Fatty acid	MESH	D005227
Acetyl	MESH	C011632
Malonyl-CoA	MESH	D008316
Citrate	MESH	C102006
Acetoacetate	MESH	D000090
pyruvate	MESH	D011773
Glutamate		
ketoglutarate	MESH	C029743
NAD NADH	MESH	D009243
